02/05/2021 at 10:28上午 ET,387.1084,387.19,387.08,387.18,58583
02/05/2021 at 10:29上午 ET,387.18,387.21,387.09,387.155,43747
02/05/2021 at 10:30上午 ET,387.15,387.29,387.11,387.25,90863
02/05/2021 at 10:31上午 ET,387.255,387.39,387.23,387.31,86665
02/05/2021 at 10:32上午 ET,387.32,387.43,387.23,387.4,81290
02/05/2021 at 10:33上午 ET,387.4,387.47,387.34,387.46,100724
02/05/2021 at 10:34上午 ET,387.455,387.52,387.42,387.44,65613
02/05/2021 at 10:35上午 ET,387.4419,387.46,387.375,387.427,62922
02/05/2021 at 10:36上午 ET,387.405,387.53,387.39,387.455,41600
02/05/2021 at 10:37上午 ET,387.45,387.6,387.38,387.56,92782
02/05/2021 at 10:38上午 ET,387.54,387.5897,387.5,387.5019,71641
02/05/2021 at 10:39上午 ET,387.5019,387.58,387.48,387.55,34951
02/05/2021 at 10:40上午 ET,387.55,387.62,387.513,387.53,49036
02/05/2021 at 10:41上午 ET,387.54,387.59,387.5019,387.51,49832
02/05/2021 at 10:42上午 ET,387.5,387.53,387.41,387.48,54508
02/05/2021 at 10:43上午 ET,387.48,387.56,387.43,387.56,50259
02/05/2021 at 10:44上午 ET,387.56,387.7399,387.5581,387.7,86373
02/05/2021 at 10:45上午 ET,387.71,387.795,387.59,387.67,110341
02/05/2021 at 10:46上午 ET,387.6719,387.7,387.62,387.66,64591
02/05/2021 at 10:47上午 ET,387.6681,387.72,387.65,387.7,51880
02/05/2021 at 10:48上午 ET,387.6919,387.79,387.6919,387.79,56590
02/05/2021 at 10:49上午 ET,387.78,387.899,387.77,387.8781,111385
02/05/2021 at 10:50上午 ET,387.875,387.95,387.85,387.901,91088
02/05/2021 at 10:51上午 ET,387.9017,387.97,387.81,387.86,101635
02/05/2021 at 10:52上午 ET,387.86,387.91,387.83,387.91,65425
02/05/2021 at 10:53上午 ET,387.91,387.92,387.85,387.86,74796
02/05/2021 at 10:54上午 ET,387.86,387.9201,387.86,387.899,56479
02/05/2021 at 10:55上午 ET,387.9,387.97,387.89,387.96,48482
02/05/2021 at 10:56上午 ET,387.96,387.98,387.82,387.84,97177
02/05/2021 at 10:57上午 ET,387.835,387.88,387.83,387.86,55382
02/05/2021 at 10:58上午 ET,387.855,387.895,387.76,387.77,101436
02/05/2021 at 10:59上午 ET,387.76,387.81,387.62,387.695,187397
02/05/2021 at 11:00上午 ET,387.69,387.81,387.69,387.745,52227
02/05/2021 at 11:01上午 ET,387.75,387.83,387.735,387.81,82732
02/05/2021 at 11:02上午 ET,387.81,387.855,387.8,387.8319,47994
02/05/2021 at 11:03上午 ET,387.835,387.85,387.78,387.78,49986
02/05/2021 at 11:04上午 ET,387.78,387.78,387.62,387.63,111970
02/05/2021 at 11:05上午 ET,387.64,387.66,387.54,387.585,56960
02/05/2021 at 11:06上午 ET,387.59,387.6,387.5381,387.575,45782
02/05/2021 at 11:07上午 ET,387.575,387.58,387.505,387.51,34012
02/05/2021 at 11:08上午 ET,387.505,387.5081,387.33,387.35,104773
02/05/2021 at 11:09上午 ET,387.3419,387.39,387.3,387.34,66206
02/05/2021 at 11:10上午 ET,387.3364,387.38,387.25,387.3,77365
02/05/2021 at 11:11上午 ET,387.3199,387.4,387.23,387.395,52481
02/05/2021 at 11:12上午 ET,387.3911,387.393,387.3,387.325,60731
02/05/2021 at 11:13上午 ET,387.3219,387.325,387.19,387.3121,85113
02/05/2021 at 11:14上午 ET,387.31,387.36,387.3,387.33,49764
02/05/2021 at 11:15上午 ET,387.33,387.33,387.12,387.22,91386
02/05/2021 at 11:16上午 ET,387.22,387.25,387.11,387.2,40004
02/05/2021 at 11:17上午 ET,387.19,387.2,387.13,387.17,40157
02/05/2021 at 11:18上午 ET,387.17,387.24,387.1187,387.24,34151
02/05/2021 at 11:19上午 ET,387.23,387.24,387.2,387.209,23109
02/05/2021 at 11:20上午 ET,387.2088,387.23,387.16,387.189,33678
02/05/2021 at 11:21上午 ET,387.187,387.27,387.17,387.27,29636
02/05/2021 at 11:22上午 ET,387.28,387.47,387.275,387.46,77915
02/05/2021 at 11:23上午 ET,387.46,387.47,387.38,387.42,34294
02/05/2021 at 11:24上午 ET,387.42,387.47,387.4,387.43,23725
02/05/2021 at 11:25上午 ET,387.4381,387.4381,387.29,387.33,56737
02/05/2021 at 11:26上午 ET,387.34,387.41,387.34,387.41,43878
02/05/2021 at 11:27上午 ET,387.41,387.45,387.32,387.35,77493
02/05/2021 at 11:28上午 ET,387.3575,387.39,387.22,387.3819,111840
02/05/2021 at 11:29上午 ET,387.38,387.41,387.3316,387.35,21369
02/05/2021 at 11:30上午 ET,387.3519,387.52,387.3519,387.515,43819
02/05/2021 at 11:31上午 ET,387.5181,387.57,387.5,387.56,41892
02/05/2021 at 11:32上午 ET,387.55,387.56,387.5,387.54,77754
02/05/2021 at 11:33上午 ET,387.545,387.58,387.51,387.57,43557
02/05/2021 at 11:34上午 ET,387.575,387.63,387.49,387.61,63274
02/05/2021 at 11:35上午 ET,387.61,387.77,387.61,387.75,92096
02/05/2021 at 11:36上午 ET,387.7501,387.78,387.67,387.685,86988
02/05/2021 at 11:37上午 ET,387.685,387.72,387.66,387.72,31317
02/05/2021 at 11:38上午 ET,387.73,387.74,387.655,387.7,53166
02/05/2021 at 11:39上午 ET,387.71,387.76,387.68,387.7127,31856
02/05/2021 at 11:40上午 ET,387.72,387.77,387.69,387.69,24019
02/05/2021 at 11:41上午 ET,387.6831,387.71,387.63,387.67,39569
02/05/2021 at 11:42上午 ET,387.673,387.705,387.63,387.66,36204
02/05/2021 at 11:43上午 ET,387.66,387.72,387.65,387.68,63147
02/05/2021 at 11:44上午 ET,387.69,387.72,387.67,387.68,25578
02/05/2021 at 11:45上午 ET,387.6811,387.75,387.6811,387.73,17521
02/05/2021 at 11:46上午 ET,387.72,387.75,387.7,387.7,29536
02/05/2021 at 11:47上午 ET,387.71,387.72,387.69,387.69,13248
02/05/2021 at 11:48上午 ET,387.695,387.7,387.66,387.68,25024
02/05/2021 at 11:49上午 ET,387.68,387.7,387.63,387.67,81450
02/05/2021 at 11:50上午 ET,387.67,387.69,387.63,387.685,39292
02/05/2021 at 11:51上午 ET,387.6896,387.6974,387.64,387.6435,17082
02/05/2021 at 11:52上午 ET,387.645,387.66,387.59,387.6,44781
02/05/2021 at 11:53上午 ET,387.6081,387.625,387.5,387.54,42136
02/05/2021 at 11:54上午 ET,387.55,387.55,387.37,387.38,73894
02/05/2021 at 11:55上午 ET,387.38,387.44,387.36,387.44,49902
02/05/2021 at 11:56上午 ET,387.43,387.52,387.4282,387.515,40707
02/05/2021 at 11:57上午 ET,387.52,387.52,387.42,387.43,34288
02/05/2021 at 11:58上午 ET,387.425,387.425,387.2913,387.35,25706
02/05/2021 at 11:59上午 ET,387.3678,387.38,387.3,387.32,72542
02/05/2021 at 12:00下午 ET,387.315,387.33,387.18,387.29,63959
02/05/2021 at 12:01下午 ET,387.28,387.36,387.28,387.3399,32675
02/05/2021 at 12:02下午 ET,387.335,387.45,387.315,387.45,27100
02/05/2021 at 12:03下午 ET,387.46,387.59,387.46,387.56,48246
02/05/2021 at 12:04下午 ET,387.565,387.59,387.53,387.59,24237
02/05/2021 at 12:05下午 ET,387.5835,387.69,387.58,387.6281,46065
02/05/2021 at 12:06下午 ET,387.625,387.72,387.62,387.7102,45829
02/05/2021 at 12:07下午 ET,387.7189,387.73,387.68,387.73,38287
02/05/2021 at 12:08下午 ET,387.73,387.73,387.68,387.72,50160
02/05/2021 at 12:09下午 ET,387.71,387.72,387.6,387.605,65728
02/05/2021 at 12:10下午 ET,387.6,387.6681,387.595,387.6681,23514
02/05/2021 at 12:11下午 ET,387.665,387.7,387.63,387.65,41745
02/05/2021 at 12:12下午 ET,387.6388,387.72,387.6388,387.7181,21071
02/05/2021 at 12:13下午 ET,387.715,387.74,387.68,387.7119,44849
02/05/2021 at 12:14下午 ET,387.7144,387.74,387.68,387.74,16934
02/05/2021 at 12:15下午 ET,387.74,387.77,387.67,387.67,30657
02/05/2021 at 12:16下午 ET,387.6601,387.769,387.6601,387.735,15183
02/05/2021 at 12:17下午 ET,387.7381,387.83,387.71,387.83,18909
02/05/2021 at 12:18下午 ET,387.82,387.89,387.82,387.86,41337
02/05/2021 at 12:19下午 ET,387.865,387.87,387.8219,387.87,18105
02/05/2021 at 12:20下午 ET,387.865,387.88,387.82,387.83,26081
02/05/2021 at 12:21下午 ET,387.85,387.86,387.8,387.845,47794
02/05/2021 at 12:22下午 ET,387.84,387.88,387.81,387.81,26376
02/05/2021 at 12:23下午 ET,387.8,387.87,387.8,387.84,25104
02/05/2021 at 12:24下午 ET,387.84,387.86,387.75,387.75,22814
02/05/2021 at 12:25下午 ET,387.73,387.8,387.72,387.78,40444
02/05/2021 at 12:26下午 ET,387.77,387.79,387.76,387.7799,17745
02/05/2021 at 12:27下午 ET,387.7719,387.82,387.77,387.82,19035
02/05/2021 at 12:28下午 ET,387.8113,387.91,387.81,387.895,39323
02/05/2021 at 12:29下午 ET,387.895,387.9,387.81,387.87,26922
02/05/2021 at 12:30下午 ET,387.87,387.87,387.79,387.82,23627
02/05/2021 at 12:31下午 ET,387.8125,387.845,387.78,387.84,37838
02/05/2021 at 12:32下午 ET,387.84,387.91,387.8323,387.88,31962
02/05/2021 at 12:33下午 ET,387.885,387.91,387.8601,387.9001,22399
02/05/2021 at 12:34下午 ET,387.9011,387.91,387.85,387.87,29009
02/05/2021 at 12:35下午 ET,387.8616,387.87,387.81,387.822,43838
02/05/2021 at 12:36下午 ET,387.83,387.88,387.81,387.87,70623
02/05/2021 at 12:37下午 ET,387.87,387.89,387.85,387.87,35132
02/05/2021 at 12:38下午 ET,387.86,387.875,387.83,387.8719,30821
02/05/2021 at 12:39下午 ET,387.8744,388.04,387.855,388.0297,85093
02/05/2021 at 12:40下午 ET,388.02,388.08,387.97,388.006,78871
02/05/2021 at 12:41下午 ET,387.993,388.05,387.9622,388.04,31845
02/05/2021 at 12:42下午 ET,388.02,388.14,388.02,388.13,45094
02/05/2021 at 12:43下午 ET,388.14,388.35,388.13,388.23,100110
02/05/2021 at 12:44下午 ET,388.23,388.23,388.14,388.185,63574
02/05/2021 at 12:45下午 ET,388.19,388.31,388.19,388.285,75647
02/05/2021 at 12:46下午 ET,388.285,388.29,388.17,388.1819,35096
02/05/2021 at 12:47下午 ET,388.1819,388.2188,388.16,388.195,24751
02/05/2021 at 12:48下午 ET,388.19,388.1981,388.13,388.14,35014
02/05/2021 at 12:49下午 ET,388.1336,388.23,388.13,388.195,21444
02/05/2021 at 12:50下午 ET,388.1978,388.2,388.13,388.1501,45125
02/05/2021 at 12:51下午 ET,388.16,388.21,388.16,388.185,40238
02/05/2021 at 12:52下午 ET,388.18,388.24,388.16,388.235,42412
02/05/2021 at 12:53下午 ET,388.24,388.27,388.21,388.23,77835
02/05/2021 at 12:54下午 ET,388.2211,388.2719,388.21,388.2119,58778
02/05/2021 at 12:55下午 ET,388.22,388.255,388.21,388.24,66394
02/05/2021 at 12:56下午 ET,388.241,388.295,388.24,388.29,19844
02/05/2021 at 12:57下午 ET,388.28,388.34,388.26,388.26,80249
02/05/2021 at 12:58下午 ET,388.28,388.3,388.24,388.27,62858
02/05/2021 at 12:59下午 ET,388.2688,388.46,388.25,388.4378,53550
02/05/2021 at 01:00下午 ET,388.4396,388.47,388.36,388.36,47965
02/05/2021 at 01:01下午 ET,388.36,388.37,388.3,388.35,50256
02/05/2021 at 01:02下午 ET,388.35,388.35,388.28,388.28,35975
